Unnamed: 0,State,Metropolitan.Nonmetropolitan,County,County.2,Violent.crime,Murder.and.nonnegligent.manslaughter,Rape,Robbery,Aggravated.assault,Property.crime,Burglary,Larceny..theft,Motor.vehicle.theft,Arson1,Percent..SEX.AND.AGE..Total.population,Percent..SEX.AND.AGE..Male,Percent..SEX.AND.AGE..Female,Percent..SEX.AND.AGE..Under.5.years,Percent..SEX.AND.AGE..5.to.9.years,Percent..SEX.AND.AGE..10.to.14.years,Percent..SEX.AND.AGE..15.to.19.years,Percent..SEX.AND.AGE..20.to.24.years,Percent..SEX.AND.AGE..25.to.34.years,Percent..SEX.AND.AGE..35.to.44.years,Percent..SEX.AND.AGE..45.to.54.years,Percent..SEX.AND.AGE..55.to.59.years,Percent..SEX.AND.AGE..60.to.64.years,Percent..SEX.AND.AGE..65.to.74.years,Percent..SEX.AND.AGE..75.to.84.years,Percent..SEX.AND.AGE..85.years.and.over,Percent..SEX.AND.AGE..Median.age..years.,Percent..SEX.AND.AGE..18.years.and.over,Percent..SEX.AND.AGE..21.years.and.over,Percent..SEX.AND.AGE..62.years.and.over,Percent..SEX.AND.AGE..65.years.and.over,Percent..SEX.AND.AGE..18.years.and.over.1,Percent..SEX.AND.AGE..Male.1,Percent..SEX.AND.AGE..Female.1,Percent..SEX.AND.AGE..65.years.and.over.1,Percent..SEX.AND.AGE..Male.2,Percent..SEX.AND.AGE..Female.2,Percent..RACE..Total.population,Percent..RACE..One.race,Percent..RACE..Two.or.more.races,Percent..RACE..One.race.1,Percent..RACE..One.race..White,Percent..RACE..One.race..Black.or.African.American,Percent..RACE..One.race..American.Indian.and.Alaska.Native,Percent..RACE..One.race..American.Indian.and.Alaska.Native..Cherokee.tribal.grouping,Percent..RACE..One.race..American.Indian.and.Alaska.Native..Chippewa.tribal.grouping,Percent..RACE..One.race..American.Indian.and.Alaska.Native..Navajo.tribal.grouping,Percent..RACE..One.race..American.Indian.and.Alaska.Native..Sioux.tribal.grouping,Percent..RACE..One.race..Asian,Percent..RACE..One.race..Asian..Asian.Indian,Percent..RACE..One.race..Asian..Chinese,Percent..RACE..One.race..Asian..Filipino,Percent..RACE..One.race..Asian..Japanese,Percent..RACE..One.race..Asian..Korean,Percent..RACE..One.race..Asian..Vietnamese,Percent..RACE..One.race..Asian..Other.Asian,Percent..RACE..One.race..Native.Hawaiian.and.Other.Pacific.Islander,Percent..RACE..One.race..Native.Hawaiian.and.Other.Pacific.Islander..Native.Hawaiian,Percent..RACE..One.race..Native.Hawaiian.and.Other.Pacific.Islander..Guamanian.or.Chamorro,Percent..RACE..One.race..Native.Hawaiian.and.Other.Pacific.Islander..Samoan,Percent..RACE..One.race..Native.Hawaiian.and.Other.Pacific.Islander..Other.Pacific.Islander,Percent..RACE..One.race..Some.other.race,Percent..RACE..Two.or.more.races.1,Percent..RACE..Two.or.more.races..White.and.Black.or.African.American,Percent..RACE..Two.or.more.races..White.and.American.Indian.and.Alaska.Native,Percent..RACE..Two.or.more.races..White.and.Asian,Percent..RACE..Two.or.more.races..Black.or.African.American.and.American.Indian.and.Alaska.Native,Percent..RACE..Race.alone.or.in.combination.with.one.or.more.other.races..Total.population,Percent..RACE..White,Percent..RACE..Black.or.African.American,Percent..RACE..American.Indian.and.Alaska.Native,Percent..RACE..Asian,Percent..RACE..Native.Hawaiian.and.Other.Pacific.Islander,Percent..RACE..Some.other.race,Percent..HISPANIC.OR.LATINO.AND.RACE..Total.population,Percent..HISPANIC.OR.LATINO.AND.RACE..Hispanic.or.Latino..of.any.race.,Percent..HISPANIC.OR.LATINO.AND.RACE..Hispanic.or.Latino..of.any.race...Mexican,Percent..HISPANIC.OR.LATINO.AND.RACE..Hispanic.or.Latino..of.any.race...Puerto.Rican,Percent..HISPANIC.OR.LATINO.AND.RACE..Hispanic.or.Latino..of.any.race...Cuban,Percent..HISPANIC.OR.LATINO.AND.RACE..Hispanic.or.Latino..of.any.race...Other.Hispanic.or.Latino,Percent..HISPANIC.OR.LATINO.AND.RACE..Not.Hispanic.or.Latino,Percent..HISPANIC.OR.LATINO.AND.RACE..Not.Hispanic.or.Latino..White.alone,Percent..HISPANIC.OR.LATINO.AND.RACE..Not.Hispanic.or.Latino..Black.or.African.American.alone,Percent..HISPANIC.OR.LATINO.AND.RACE..Not.Hispanic.or.Latino..American.Indian.and.Alaska.Native.alone,Percent..HISPANIC.OR.LATINO.AND.RACE..Not.Hispanic.or.Latino..Asian.alone,Percent..HISPANIC.OR.LATINO.AND.RACE..Not.Hispanic.or.Latino..Native.Hawaiian.and.Other.Pacific.Islander.alone,Percent..HISPANIC.OR.LATINO.AND.RACE..Not.Hispanic.or.Latino..Some.other.race.alone,Percent..HISPANIC.OR.LATINO.AND.RACE..Not.Hispanic.or.Latino..Two.or.more.races,Percent..HISPANIC.OR.LATINO.AND.RACE..Not.Hispanic.or.Latino..Two.or.more.races..Two.races.including.Some.other.race,Percent..HISPANIC.OR.LATINO.AND.RACE..Not.Hispanic.or.Latino..Two.or.more.races..Two.races.excluding.Some.other.race..and.Three.or.more.races,Percent..Total.housing.units,Median_Income_2023
674,KANSAS,Nonmetropolitan County,Ellis,Ellis County,16,0.0,1.0,0,15,46,15,29,2,1.0,28039.0,49.7,50.3,6.5,5.2,5.7,8.7,14.5,12.7,10.0,13.1,6.1,4.1,6.1,4.8,2.5,(X),79.5,69.7,15.4,13.4,22290.0,49.2,50.8,3769.0,42.3,57.7,28039.0,98.5,1.5,98.5,94.7,0.8,0.2,0.0,0.0,0.0,0.1,1.0,0.1,0.6,0.1,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,1.7,1.5,0.6,0.4,0.3,0.0,28039.0,96.2,1.4,0.7,1.4,0.0,1.8,28039.0,4.1,3.6,0.1,0.0,0.3,95.9,92.6,0.8,0.2,1.0,0.0,0.0,1.3,0.0,1.3,(X),59048.0
675,KANSAS,Nonmetropolitan County,Ellsworth,Ellsworth County,3,0.0,1.0,0,2,33,14,15,4,0.0,6476.0,53.8,46.2,4.9,5.0,5.2,6.5,6.2,12.6,12.0,16.3,6.3,6.5,8.8,6.2,3.6,(X),80.8,77.6,22.4,18.6,5230.0,55.2,44.8,1207.0,43.4,56.6,6476.0,97.6,2.4,97.6,91.8,3.7,0.4,0.2,0.0,0.0,0.0,1.2,0.4,0.0,0.7,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.5,2.4,0.0,1.6,0.0,0.3,6476.0,93.9,4.0,2.2,1.2,0.5,0.5,6476.0,4.1,3.6,0.0,0.1,0.2,95.9,88.5,3.7,0.2,1.2,0.0,0.2,2.1,0.0,2.1,(X),65396.0
676,KANSAS,Nonmetropolitan County,Finney,Finney County,57,0.0,7.0,2,48,94,37,42,15,3.0,36139.0,50.0,50.0,9.2,7.3,10.1,8.8,7.7,12.8,13.1,13.9,5.0,3.8,4.3,2.7,1.4,(X),68.1,63.2,10.7,8.3,24609.0,49.6,50.4,2994.0,45.4,54.6,36139.0,98.1,1.9,98.1,86.1,2.0,0.7,0.1,0.0,0.0,0.0,3.1,0.7,0.1,0.1,0.0,0.2,1.3,0.8,0.0,0.0,0.0,0.0,0.0,6.2,1.9,0.3,0.2,0.1,0.0,36139.0,87.4,2.9,1.3,3.4,0.0,7.2,36139.0,45.7,35.8,0.5,0.5,8.9,54.3,47.9,2.0,0.6,3.1,0.0,0.0,0.7,0.0,0.7,(X),67640.0
677,KANSAS,Nonmetropolitan County,Ford,Ford County,12,0.0,0.0,1,11,25,4,17,4,1.0,14113.0,48.7,51.3,6.0,6.8,7.0,6.9,4.7,10.7,12.6,15.3,5.6,5.8,8.3,6.1,4.1,(X),75.9,72.3,22.1,18.6,10705.0,47.8,52.2,2621.0,39,61,14113.0,99.6,0.4,99.6,97.7,1.2,0.1,0.1,0.0,0.0,0.0,0.4,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.2,0.4,0.1,0.2,0.1,0.0,14113.0,98.1,1.3,0.3,0.5,0.0,0.2,14113.0,1.9,1.4,0.1,0.0,0.4,98.1,96.1,1.2,0.1,0.4,0.0,0.0,0.4,0.0,0.4,(X),71110.0
678,KANSAS,Nonmetropolitan County,Franklin,Franklin County,24,0.0,4.0,2,18,87,21,57,9,0.0,31383.0,49.6,50.4,6.9,7.2,6.4,6.9,6.1,11.6,14.8,13.9,5.5,5.9,8.4,5.0,1.4,(X),75.4,71.0,18.1,14.8,23652.0,49.1,50.9,4655.0,42.7,57.3,31383.0,98.9,1.1,98.9,87.3,4.2,0.9,0.4,0.0,0.0,0.0,0.2,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.4,0.0,0.4,0.0,0.0,5.9,1.1,0.4,0.4,0.0,0.0,31383.0,88.4,4.6,1.4,0.2,0.4,6.1,31383.0,13.2,7.7,0.2,0.1,5.2,86.8,81.2,4.1,0.6,0.2,0.0,0.0,0.8,0.0,0.8,(X),49682.0
679,KANSAS,Nonmetropolitan County,Gove,Gove County,0,0.0,0.0,0,0,10,1,9,0,0.0,2721.0,49.0,51.0,6.1,5.0,6.6,5.7,3.0,10.8,8.9,15.4,6.4,7.8,10.8,10.1,3.4,(X),78.2,75.8,28.7,24.3,2128.0,49.1,50.9,662.0,42.3,57.7,2721.0,98.2,1.8,98.2,97.6,0.3,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,1.8,0.1,0.7,0.0,0.0,2721.0,99.4,0.4,0.8,0.0,0.0,1.2,2721.0,2.0,1.5,0.0,0.0,0.5,98.0,97.0,0.3,0.1,0.0,0.0,0.0,0.6,0.0,0.6,(X),65003.0
680,KANSAS,Nonmetropolitan County,Gray,Gray County,2,0.0,0.0,1,1,28,8,19,1,1.0,5870.0,48.2,51.8,8.0,8.3,8.5,8.3,5.4,11.1,12.5,14.6,6.1,4.6,6.0,4.7,1.7,(X),69.8,66.2,15.3,12.5,4099.0,48.6,51.4,732.0,44.8,55.2,5870.0,98.1,1.9,98.1,94.1,0.0,0.2,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7,1.9,0.4,0.2,0.6,0.0,5870.0,95.9,0.4,0.4,0.8,0.0,4.4,5870.0,13.2,12.7,0.0,0.0,0.4,86.8,85.7,0.0,0.0,0.2,0.0,0.2,0.8,0.0,0.8,(X),77786.0
681,KANSAS,Nonmetropolitan County,Greeley,Greeley County,0,0.0,0.0,0,0,4,0,4,0,0.0,1294.0,46.9,53.1,5.4,5.2,7.4,10.9,5.9,6.2,9.0,18.8,8.3,4.2,7.5,8.9,2.4,(X),76.4,69.4,20.8,18.8,989.0,46.1,53.9,243.0,39.9,60.1,1294.0,98.2,1.8,98.2,94.0,2.9,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,1.8,1.2,0.5,0.0,0.0,1294.0,95.7,4.2,1.2,0.0,0.0,0.7,1294.0,13.4,12.9,0.0,0.0,0.5,86.6,81.3,2.9,0.6,0.0,0.0,0.0,1.8,0.0,1.8,(X),70566.0
682,KANSAS,Nonmetropolitan County,Greenwood,Greenwood County,21,0.0,5.0,0,16,56,8,46,2,0.0,6824.0,49.3,50.7,5.8,6.2,6.5,6.5,3.9,9.1,10.8,15.4,7.7,5.9,11.0,7.6,3.7,(X),77.5,73.8,25.4,22.3,5289.0,48.7,51.3,1521.0,43.7,56.3,6824.0,96.5,3.5,96.5,96.2,0.1,0.2,0.2,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,0.2,3.2,0.0,0.0,6824.0,99.6,0.3,3.4,0.1,0.0,0.0,6824.0,2.6,2.1,0.0,0.0,0.5,97.4,93.9,0.1,0.2,0.1,0.0,0.0,3.2,0.0,3.2,(X),59179.0
683,KANSAS,Nonmetropolitan County,Hamilton,Hamilton County,8,0.0,1.0,0,7,15,2,11,2,1.0,14696.0,58.9,41.1,5.3,6.0,5.0,7.1,9.6,13.8,13.4,14.7,6.9,5.8,7.1,3.8,1.5,(X),79.6,74.4,15.8,12.4,11691.0,60.8,39.2,1820.0,45.2,54.8,14696.0,98.8,1.2,98.8,60.6,36.2,0.2,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.3,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,1.5,1.2,0.3,0.3,0.0,0.0,14696.0,61.5,36.8,0.5,0.6,0.0,1.7,14696.0,8.0,3.1,1.0,2.1,1.9,92.0,54.7,35.9,0.1,0.3,0.0,0.1,0.9,0.0,0.9,(X),49260.0
684,KANSAS,Nonmetropolitan County,Harper,Harper County,1,0.0,0.0,0,1,6,3,3,0,0.0,6033.0,48.8,51.2,6.9,7.0,5.4,5.7,5.4,9.9,10.2,14.2,6.4,7.1,10.3,6.3,5.1,(X),76.4,74.3,25.3,21.8,4612.0,47.8,52.2,1313.0,41.7,58.3,6033.0,98.9,1.1,98.9,95.6,0.7,1.4,0.4,0.0,0.0,0.0,0.4,0.0,0.0,0.1,0.0,0.0,0.1,0.2,0.0,0.0,0.0,0.0,0.0,0.9,1.1,0.1,0.8,0.0,0.0,6033.0,96.6,0.8,2.2,0.5,0.0,1.1,6033.0,3.6,2.9,0.2,0.0,0.6,96.4,92.9,0.7,1.3,0.4,0.0,0.2,0.9,0.0,0.9,(X),54423.0
685,KANSAS,Nonmetropolitan County,Haskell,Haskell County,3,0.0,0.0,0,3,13,4,6,3,0.0,4196.0,49.8,50.2,8.4,8.2,7.9,9.3,6.9,12.3,11.5,13.0,7.1,5.0,5.2,3.0,2.4,(X),69.2,65.9,14.0,10.5,2903.0,48.8,51.2,441.0,41.3,58.7,4196.0,99.3,0.7,99.3,88.6,1.1,1.0,0.0,0.0,0.0,0.0,1.4,0.0,0.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.2,0.7,0.0,0.3,0.0,0.0,4196.0,88.9,1.5,1.3,1.4,0.0,7.5,4196.0,25.5,23.6,0.1,0.0,1.8,74.5,71.2,1.1,0.0,1.4,0.0,0.0,0.7,0.3,0.3,(X),68202.0
686,KANSAS,Nonmetropolitan County,Kearny,Kearny County,6,0.0,2.0,0,4,33,1,27,5,1.0,3966.0,48.6,51.4,8.0,8.9,10.0,7.0,6.5,9.1,16.0,12.5,6.5,3.6,6.1,4.4,1.6,(X),68.5,65.2,13.9,12.0,2718.0,47.4,52.6,476.0,42.4,57.6,3966.0,95.1,4.9,95.1,93.8,0.4,0.2,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.6,4.9,0.4,3.7,0.0,0.0,3966.0,98.7,0.8,3.9,0.1,0.0,1.4,3966.0,27.0,24.9,0.0,0.0,2.1,73.0,68.4,0.4,0.0,0.1,0.0,0.3,3.8,0.0,3.8,(X),71237.0
687,KANSAS,Nonmetropolitan County,Kiowa,Kiowa County,3,0.0,0.0,0,3,8,2,5,1,3.0,1643.0,45.9,54.1,4.9,5.1,7.7,9.2,2.6,8.8,9.4,14.9,8.1,7.5,11.9,4.0,5.8,(X),76.1,72.8,25.6,21.7,1250.0,45.3,54.7,356.0,48,52,1643.0,98.7,1.3,98.7,96.8,0.0,0.2,0.0,0.0,0.0,0.0,1.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1.3,0.0,0.0,1.3,0.0,1643.0,98.1,0.0,0.2,2.7,0.0,0.2,1643.0,2.5,2.5,0.0,0.0,0.0,97.5,94.5,0.0,0.2,1.5,0.0,0.0,1.3,0.0,1.3,(X),55523.0
688,KANSAS,Nonmetropolitan County,Labette,Labette County,6,0.0,1.0,0,5,28,8,17,3,1.0,21791.0,48.5,51.5,6.6,6.9,6.8,7.0,6.3,11.0,11.7,14.8,6.1,6.3,8.0,5.6,3.0,(X),75.3,71.5,20.3,16.6,16411.0,48.2,51.8,3616.0,40.3,59.7,21791.0,94.7,5.3,94.7,88.5,4.3,0.9,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.3,0.2,0.0,0.0,0.0,0.0,0.0,0.5,5.3,1.3,3.4,0.2,0.1,21791.0,93.7,5.9,4.6,0.8,0.0,0.5,21791.0,4.1,3.4,0.2,0.2,0.4,95.9,86.0,4.2,0.8,0.5,0.0,0.0,4.2,0.0,4.2,(X),49874.0
689,KANSAS,Nonmetropolitan County,Marion,Marion County,7,0.0,0.0,0,7,66,51,11,4,0.0,30792.0,49.5,50.5,5.8,5.8,6.1,6.3,5.1,10.9,13.7,14.9,6.9,6.5,10.4,5.9,1.8,(X),78.3,74.9,21.7,18.1,24125.0,48.6,51.4,5560.0,42.4,57.6,30792.0,98.6,1.4,98.6,93.7,2.9,0.2,0.1,0.0,0.0,0.0,0.8,0.7,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,1.0,1.4,0.4,0.6,0.3,0.0,30792.0,95.0,3.3,0.8,1.2,0.0,1.0,30792.0,1.9,1.8,0.0,0.0,0.1,98.1,92.8,2.9,0.2,0.8,0.0,0.0,1.4,0.0,1.4,(X),48829.0
690,KANSAS,Nonmetropolitan County,Marshall,Marshall County,10,0.0,0.0,0,10,19,5,13,1,1.0,90867.0,49.2,50.8,7.4,6.6,6.9,6.9,5.8,12.5,13.5,13.9,6.8,5.2,8.3,4.6,1.6,(X),74.8,70.8,17.5,14.5,67933.0,48.4,51.6,13204.0,42.1,57.9,90867.0,98.6,1.4,98.6,93.9,1.6,0.8,0.4,0.0,0.0,0.0,0.5,0.0,0.1,0.0,0.0,0.0,0.1,0.2,0.1,0.0,0.0,0.1,0.0,1.8,1.4,0.4,0.5,0.1,0.1,90867.0,95.1,2.2,1.4,0.7,0.1,2.0,90867.0,10.9,7.2,0.2,0.4,3.1,89.1,85.3,1.6,0.7,0.5,0.1,0.0,1.1,0.0,1.1,(X),59882.0
691,KANSAS,Nonmetropolitan County,Montgomery,Montgomery County,15,1.0,3.0,0,11,256,217,27,12,3.0,228018.0,47.6,52.4,7.0,7.1,6.6,7.4,8.2,14.2,13.3,13.8,5.9,4.8,6.2,4.0,1.5,(X),75.1,70.3,14.4,11.8,171270.0,46.4,53.6,26854.0,39.6,60.4,228018.0,98.9,1.1,98.9,42.0,53.8,0.3,0.1,0.0,0.0,0.0,1.9,0.2,0.2,0.2,0.1,0.6,0.1,0.4,0.0,0.0,0.0,0.0,0.0,0.8,1.1,0.3,0.2,0.2,0.2,228018.0,42.9,54.5,0.8,2.1,0.1,0.9,228018.0,3.1,2.0,0.4,0.0,0.7,96.9,40.0,53.6,0.2,1.9,0.0,0.1,1.1,0.1,1.0,(X),60063.0
692,KANSAS,Nonmetropolitan County,Morris,Morris County,6,0.0,1.0,0,5,7,2,5,0,0.0,5946.0,48.6,51.4,4.9,5.4,7.4,6.8,4.4,8.3,11.1,16.5,7.4,6.1,10.1,8.0,3.5,(X),77.4,74.1,24.8,21.6,4604.0,48.7,51.3,1284.0,44.6,55.4,5946.0,99.2,0.8,99.2,96.9,0.0,1.7,0.1,0.0,0.0,0.0,0.4,0.0,0.0,0.1,0.0,0.1,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.8,0.0,0.4,0.0,0.0,5946.0,97.4,0.4,2.1,0.8,0.0,0.3,5946.0,2.8,2.3,0.2,0.0,0.4,97.2,94.3,0.0,1.7,0.4,0.0,0.0,0.7,0.0,0.7,(X),65283.0
693,KANSAS,Nonmetropolitan County,Nemaha,Nemaha County,5,0.0,1.0,0,4,12,3,9,0,0.0,10253.0,50.2,49.8,6.3,7.0,8.0,6.6,4.5,9.3,11.7,15.3,6.3,4.3,8.3,6.9,5.6,(X),73.9,71.6,22.9,20.7,7577.0,49.4,50.6,2125.0,42.1,57.9,10253.0,98.8,1.2,98.8,97.9,0.3,0.4,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.1,1.2,0.3,0.9,0.0,0.0,10253.0,99.0,0.6,1.2,0.2,0.0,0.1,10253.0,1.0,0.7,0.0,0.0,0.4,99.0,97.0,0.3,0.4,0.2,0.0,0.0,1.2,0.0,1.2,(X),74744.0
694,KANSAS,Nonmetropolitan County,Neosho,Neosho County,4,0.0,1.0,0,3,54,17,32,5,4.0,16538.0,49.3,50.7,6.8,6.5,6.9,10.7,4.5,9.0,11.4,14.8,5.6,6.6,8.2,5.6,3.4,(X),75.2,67.7,21.1,17.1,12443.0,48.6,51.4,2835.0,42.2,57.8,16538.0,93.7,6.3,93.7,89.9,1.9,1.0,0.6,0.0,0.0,0.0,0.8,0.1,0.0,0.1,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,6.3,1.5,3.6,0.4,0.0,16538.0,96.2,3.4,4.6,1.3,0.7,0.3,16538.0,3.9,3.3,0.0,0.0,0.6,96.1,86.2,1.9,1.0,0.8,0.0,0.1,6.1,0.0,6.1,(X),53085.0
695,KANSAS,Nonmetropolitan County,Norton,Norton County,3,0.0,0.0,0,3,11,6,3,2,0.0,5692.0,55.5,44.5,4.6,5.7,5.3,5.6,4.8,13.1,13.9,17.3,6.2,5.2,8.4,7.5,2.4,(X),80.4,78.6,21.2,18.3,4579.0,58.1,41.9,1042.0,43.8,56.2,5692.0,97.6,2.4,97.6,93.2,3.4,0.2,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.2,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.4,2.4,0.4,1.4,0.0,0.5,5692.0,95.0,4.2,2.0,0.7,0.2,0.4,5692.0,2.6,2.3,0.1,0.0,0.2,97.4,91.2,3.4,0.2,0.5,0.0,0.0,2.3,0.0,2.3,(X),57738.0
696,KANSAS,Nonmetropolitan County,Pawnee,Pawnee County,3,1.0,0.0,0,2,44,41,3,0,0.0,6913.0,58.6,41.4,5.0,2.8,3.1,13.2,4.9,10.8,11.9,16.4,8.2,5.2,9.0,7.6,1.7,(X),79.0,75.3,20.2,18.3,5460.0,54.8,45.2,1266.0,44.1,55.9,6913.0,94.5,5.5,94.5,83.9,6.6,2.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,5.5,0.3,3.6,0.0,0.2,6913.0,89.0,8.1,7.4,0.1,0.0,1.9,6913.0,11.5,11.2,0.0,0.0,0.2,88.5,77.4,6.6,1.4,0.0,0.0,0.0,3.2,0.0,3.2,(X),64704.0
697,KANSAS,Nonmetropolitan County,Reno,Reno County,30,0.0,6.0,0,24,114,22,73,19,5.0,64054.0,49.9,50.1,6.5,6.8,6.3,6.9,6.3,11.7,11.9,14.7,6.3,5.9,7.8,6.0,3.0,(X),76.4,72.3,20.1,16.7,48966.0,49.9,50.1,10697.0,42.4,57.6,64054.0,97.6,2.4,97.6,91.7,3.2,0.6,0.2,0.0,0.0,0.1,0.5,0.0,0.0,0.1,0.1,0.1,0.0,0.2,0.0,0.0,0.0,0.0,0.0,1.7,2.4,0.5,0.6,0.2,0.3,64054.0,93.7,4.0,1.5,0.7,0.1,2.4,64054.0,7.6,7.1,0.2,0.0,0.3,92.4,86.7,3.0,0.6,0.5,0.0,0.0,1.5,0.0,1.5,(X),62470.0
698,KANSAS,Nonmetropolitan County,Rice,Rice County,8,0.0,1.0,0,7,11,2,7,2,0.0,10128.0,48.4,51.6,6.4,6.4,6.8,7.5,7.3,10.8,10.3,14.8,6.4,5.1,9.4,5.9,2.8,(X),76.6,71.7,20.5,18.1,7756.0,48.2,51.8,1838.0,42.3,57.7,10128.0,98.4,1.6,98.4,93.1,0.7,1.6,1.1,0.0,0.0,0.0,1.4,0.0,0.3,0.6,0.1,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,1.6,0.0,0.8,0.0,0.0,10128.0,94.6,1.0,2.7,1.4,0.3,1.9,10128.0,8.4,7.1,0.5,0.0,0.8,91.6,86.9,0.7,0.9,1.4,0.0,0.4,1.4,0.1,1.2,(X),62922.0
699,KANSAS,Nonmetropolitan County,Rooks,Rooks County,5,0.0,0.0,0,5,28,6,20,2,0.0,5241.0,49.2,50.8,6.0,6.5,6.5,6.7,4.8,9.5,11.2,16.0,6.7,5.4,9.8,7.4,3.4,(X),76.7,73.8,24.2,20.7,4021.0,48.5,51.5,1085.0,41,59,5241.0,98.6,1.4,98.6,97.8,0.2,0.2,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.2,1.4,0.3,1.1,0.0,0.0,5241.0,99.2,0.6,1.3,0.2,0.0,0.2,5241.0,1.8,1.3,0.5,0.0,0.0,98.2,96.4,0.2,0.1,0.2,0.0,0.0,1.4,0.0,1.4,(X),59998.0
700,KANSAS,Nonmetropolitan County,Rush,Rush County,6,0.0,1.0,0,5,19,9,8,2,2.0,17568.0,49.0,51.0,6.0,6.8,7.9,7.5,5.0,10.1,13.7,15.7,5.8,5.9,8.1,5.3,2.2,(X),74.4,71.0,19.1,15.6,13062.0,48.4,51.6,2743.0,42.8,57.2,17568.0,99.0,1.0,99.0,97.3,0.9,0.1,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.3,0.6,0.0,0.0,17568.0,98.2,1.2,0.7,0.2,0.0,0.6,17568.0,1.0,0.3,0.5,0.0,0.1,99.0,97.0,0.9,0.0,0.2,0.0,0.0,0.9,0.0,0.9,(X),65326.0
701,KANSAS,Nonmetropolitan County,Russell,Russell County,10,0.0,0.0,0,10,25,2,20,3,1.0,51663.0,47.7,52.3,7.2,6.3,7.6,7.4,6.8,13.3,12.9,14.2,5.7,5.8,7.2,4.0,1.6,(X),74.2,69.8,16.4,12.8,38318.0,46.3,53.7,6620.0,40,60,51663.0,97.4,2.6,97.4,54.4,41.6,0.2,0.1,0.0,0.0,0.0,0.4,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,2.6,1.0,0.6,0.2,0.3,51663.0,56.4,43.0,1.2,0.7,0.2,1.1,51663.0,3.4,1.2,1.2,0.1,0.9,96.6,52.7,41.1,0.2,0.4,0.0,0.0,2.2,0.0,2.2,(X),52312.0
702,KANSAS,Nonmetropolitan County,Saline,Saline County,22,1.0,3.0,0,18,62,20,35,7,2.0,102439.0,49.6,50.4,6.3,7.5,6.3,6.3,5.4,12.7,14.2,14.5,6.0,6.1,8.9,4.6,1.2,(X),75.7,72.7,18.3,14.7,77557.0,48.7,51.3,15064.0,45.7,54.3,102439.0,98.8,1.2,98.8,91.8,4.2,0.6,0.4,0.0,0.0,0.0,0.9,0.0,0.2,0.1,0.2,0.1,0.2,0.0,0.0,0.0,0.0,0.0,0.0,1.3,1.2,0.2,0.4,0.1,0.0,102439.0,92.9,4.7,1.1,1.1,0.1,1.5,102439.0,3.3,1.8,0.5,0.0,0.9,96.7,90.0,4.2,0.6,0.9,0.0,0.1,0.9,0.0,0.9,(X),77844.0
